PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.12;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM únicamente deben poder asignarse por el usuario que tenga la función de control de accesos expresamente atribuida.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.13;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;No utilizar el usuario raíz salvo necesidad expresa.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.4;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se puede utilizar Acces Analyzer para identificar recursos y cuentas, validar las políticas contra las prácticas recomendadas y generar políticas con base en la actividad de acceso de registros de CloudTrail.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.5;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;En cuanto a los accesos a las instancias alojadas en AWS se recomienda emplear mecanismos para mantener a las personas alejadas de los datos. Es decir, limitar al máximo el acceso directo a los datos por parte de los usuarios.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.10;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se evitará que los usuarios puedan deshabilitar o modificar servicios relacionados con el área de seguridad como AWS Config o AWS CloudWatch.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.iam.11;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Deberá definirse una política de IAM que conceda permiso al usuario o rol de IAM  para utilizar exclusivamente los recursos y las acciones de WorkSpace que necesita.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.vpn.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las configuraciones de las políticas de las AWS VPN deben tener las redes específicas con las que se va a establecer la conectividad y evitar políticas genéricas basadas en routing donde se pierde el control granular de las redes permitidas en los SA de la VPN.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.4.aws.vpn.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;En configuraciones de AWS DirectConnect, deberán controlarse los AS y el routing que se lleva por BGP, de modo que se propague el mínimo de rutas y se asegure que no exista redistribución de rutas/redes privadas de entornos del cliente hacia el ISP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.6.r2.aws.iam.2;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;Se recomienda que la organización determine qué llamadas a la API deben también contar con seguridad reforzada a través de un doble factor de autenticación.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.6.r3.aws.iam.1;Certificados;op.acc.6.r3;operacional;control de acceso;Utilizar el servicio AWS IAM Roles Anywhere para crear un ancla de confianza en la que se haga referencia al servicio AWS Certificate Manager Private CA o registrar sus propias autoridades de certificación (CA), permitiendo usar el certificado emitido por la misma para obtener credenciales temporales para el acceso al entorno AWS. Estos certificados deberán estar protegidos por un segundo factor.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.6.r5.aws.iam.2;Registro;op.acc.6.r5;operacional;control de acceso;Habilitar la información de usuario sobre la fecha de último uso de sus claves de acceso.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.6.r9.aws.iam.1;Acceso remoto (todos los niveles);op.acc.6.9;operacional;control de acceso;Deberá asegurarse que se está haciendo uso de HTTPS en todas las llamadas a API. Esto se puede lograr a través de una política IAM que rechace el tráfico que no sea HTTPS.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.acc.6.r9.aws.iam.2;Acceso remoto (todos los niveles);op.acc.6.9;operacional;control de acceso;En caso de que las llamadas a las APIs no se produzcan de manera constante, se recomienda condicionar su realización a aquellas franjas horarias en las que sean necesarias. ;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.exp.1.r2.aws.sminv.1;Identificación periódica de activos;op.exp.1.r2;operacional;explotación;Disponer de herramientas que permitan visualizar de forma continua el estado de todos los equipos en la red, en particular servidores y los dispositivos de red y comunicaciones.;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2026-07-10 16:06:08.494244;op.exp.1.r3.aws.tag.1;Lista de componentes software;op.exp.1.r4;operacional;explotación;Mantener actualizada una relación de los componentes software de terceros utilizados en el despliegue del sistema. Listado equivalente a lo requerido en mp.sw.1.r5.;opcional;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check;ENS;ENS RD 311/2022 - Categoría Alta
